timestamp,AccelerationX,AccelerationY,AccelerationZ,MagneticFieldX,MagneticFieldY,MagneticFieldZ,Z-AxisAgle(Azimuth),X-AxisAngle(Pitch),Y-AxisAngle(Roll),GyroX,GyroY,GyroZ,session,location_id,device
1422629490813,-0.2563452209307444,-8.637065184027582,6.31950725553222,5.277673055809869,32.612541684247155,2.4563211194490444,350.79163185420646,51.89751389572082,0.448932366110006,-0.0025906095108959998,0.12765042906662477,-0.2867929907313349,1,34,smartwatch
1422629490913,0.3156733079053291,-7.8720000827999,6.026754114295517,5.996722451556616,35.00873919941997,0.6474958597641978,350.9752691515306,51.1711389389482,-0.4038601860867259,-0.01045077027654466,0.25709412462480047,0.03329849403373791,1,34,smartwatch
1422629491013,-0.09381432462838846,-8.571842707577822,6.061044167136245,3.753476110649627,33.097116331052725,1.4168459781592198,356.2326108636717,52.45633505700195,0.01126715508815268,-0.07926122351906378,0.2515866298568398,0.23875422921649841,1,34,smartwatch
1422629491113,0.03806051343551309,-7.630935421815147,5.606373703025546,4.123945396926997,32.719072061249385,0.766031690346934,343.1230806116262,52.141641242538554,-0.07531969075077205,0.042720373404094264,-0.1619714470553664,-0.07845934799674895,1,34,smartwatch
1422629491213,0.16461722824588776,-7.770642252639943,5.727115294607442,3.2814707499637477,34.45324861321453,1.2646696049526711,359.7502077298862,53.65271449282218,-0.6065388418416484,-0.05083768013615382,-0.10686573100302296,0.17551305916882842,1,34,smartwatch
1422629491313,0.2121573377222128,-8.431235301442948,6.489114873926605,3.325655982914385,30.053268559973834,1.7424622362109554,342.44233409069716,54.233419715046395,1.5261189680909797,0.04032427117678175,-0.1673994506620275,-0.15609365786390683,1,34,smartwatch
1422629491413,0.1466371410420294,-8.683363515676254,6.44907137266757,4.269339385071984,30.78878625814288,0.8937770789372645,341.3506592107428,53.21845018539465,1.135295892909085,-0.008021110835276193,0.14458046892636434,-0.15351577339308975,1,34,smartwatch
1422629491513,0.3976148353725202,-8.236101203092083,6.029697412941627,4.410645548082956,30.79664656300559,1.626891821957525,346.79977021842313,54.88443096314376,-1.1621488236505009,0.06555754852766318,-0.28213916895773633,0.26103591759009187,1,34,smartwatch
1422629491613,-0.27245802075196257,-8.271768899823542,6.493062953191696,2.582599371470322,32.884792342245795,2.384691186207823,343.5711037720739,54.795352802580865,-1.6048837702082048,0.09880405708001391,0.21637626623126655,0.28878718245105733,1,34,smartwatch
1422629491713,0.1342318306242557,-8.537101387959035,6.308263258293031,3.7194037272623746,31.489592302983137,2.4728394621897816,351.10334040809823,50.00162690711336,0.453014703573416,0.08815463093685277,0.15952289872359243,0.1470803110869245,1,34,smartwatch
1422629491813,-0.4370879169420503,-8.935817643269015,6.295338430584435,3.7915817114972916,31.85217521246293,0.489746313617611,356.6697591966338,51.78071397813789,1.1982132055258958,0.013285712166726804,0.29846001271711814,0.10332322626900375,1,34,smartwatch
1422629491913,-0.01017325197200214,-7.707204208315265,5.80817523474995,3.215664113586061,35.83952137145007,2.989865017928797,343.6683776629139,52.78498487517704,-0.8530813890245024,0.02736656806499868,0.10319517146940016,-0.08923025126056464,1,34,smartwatch
